c1,c2,c1-c2,h1,h2,H1-h2,Phi,H2 adjusted ,H1-h2 adjusted,
0.47,2.48,-2.01,8.71,12.97,-4.26,-0.35,10.97,-2.26,
0.35,2.23,-1.88,8.47,12.44,-3.97,-0.32,10.44,-1.97,
0.18,2.06,-1.88,8.13,12.08,-3.95,-0.32,10.08,-1.95,
0.19,1.96,-1.77,8.15,11.87,-3.72,-0.31,9.87,-1.72,
0.05,1.96,-1.91,7.87,11.87,-4.00,-0.33,9.87,-2.00,
0.29,1.82,-1.53,8.35,11.58,-3.22,-0.27,9.58,-1.23,
0.64,1.83,-1.19,9.05,11.60,-2.55,-0.21,9.60,-0.55,
0.99,1.82,-0.83,9.75,11.58,-1.83,-0.15,9.58,0.17,
1.25,1.72,-0.47,10.27,11.37,-1.10,-0.09,9.37,0.90,
1.49,1.69,-0.20,10.75,11.30,-0.55,-0.05,9.30,1.45,
1.56,1.56,0.00,10.89,11.03,-0.14,-0.01,9.03,1.86,
1.55,1.41,0.14,10.87,10.71,0.16,0.01,8.71,2.16,
1.51,1.43,0.08,10.79,10.75,0.03,0.00,8.75,2.04,
1.58,1.54,0.04,10.93,10.99,-0.06,0.00,8.99,1.94,
1.66,1.36,0.30,11.09,10.61,0.48,0.04,8.61,2.48,
1.68,1.22,0.46,11.13,10.31,0.82,0.07,8.31,2.82,
1.55,1.11,0.44,10.87,10.08,0.79,0.07,8.08,2.79,
1.27,0.92,0.35,10.31,9.68,0.63,0.05,7.68,2.63,
1.45,1.01,0.44,10.67,9.87,0.80,0.07,7.87,2.80,
1.1,0.77,0.33,10.0,9.36,0.60703832971637,0.051398616440324,7.36,2.64,
1.09,1.03,0.06,9.95,9.91,0.04,0.00,7.91,2.04,
1,1.26,-0.26,9.76990620634604,10.40,-0.62562404876676,-0.0529693917840026,8.40,1.36990620634604,
0.82,1.4,-0.58,9.41,10.7,-1.2800056195156,-0.108052561919708,8.7,0.71,
0.64,1.75,-1.11,9.05,11.43,-2.38,-0.20,9.43,-0.38,
0.66,1.97,-1.31,9.09,11.89,-2.80,-0.23,9.89,-0.80,
0.73,2.2,-1.47,9.23,12.4,-3.14630667265306,-0.260573908988969,10.4,-1.17,
0.62,2.13,-1.51,9.01,12.23,-3.22,-0.27,10.23,-1.22,
0.48,2.39,-1.91,8.73,12.78,-4.05,-0.33,10.78,-2.05,
0.42,2.33,-1.91,8.61,12.65,-4.04,-0.33,10.65,-2.04,
0.37,2.19,-1.82,8.51,12.36,-3.84,-0.31,10.36,-1.85,
0.19,2.15,-1.96,8.15,12.27,-4.12,-0.34,10.27,-2.12,
0.2,2.11,-1.91,8.2,12.19,-4.01422647110786,-0.327907629352039,10.19,-1.99,
0.19,2.13,-1.94,8.15,12.23,-4.08,-0.33,10.23,-2.08,
-0.12,1.81,-1.93,7.53,11.56,-4.02,-0.33,9.56,-2.03,
-0.02,1.76,-1.78,7.73,11.45,-3.72,-0.31,9.45,-1.72,
-0.28,1.81,-2.09,7.22,11.56,-4.34,-0.35,9.56,-2.34,
0.01,1.88,-1.87,7.79,11.70,-3.91,-0.32,9.70,-1.91,
0.33,1.57,-1.24,8.43,11.05,-2.62,-0.22,9.05,-0.62,
0.49,1.56,-1.07,8.75,11.03,-2.28,-0.19,9.03,-0.28,
0.95,1.63,-0.68,9.67,11.18,-1.51,-0.13,9.18,0.49,
1.34,1.45,-0.11,10.45,10.80,-0.35,-0.03,8.80,1.65,
1.59,1.5,0.09,10.95,10.9,0.0457767947412,0.00387936992385685,8.9,2.05,
1.68,1.28,0.40,11.13,10.44,0.69,0.06,8.44,2.69,
1.76,1.37,0.39,11.29,10.63,0.66,0.06,8.63,2.66,
1.81,1.36,0.45,11.39,10.61,0.78,0.07,8.61,2.78,
1.67,1.18,0.49,11.11,10.23,0.88,0.07,8.23,2.88,
1.67,1.31,0.36,11.11,10.50,0.61,0.05,8.50,2.61,
1.66,0.95,0.71,11.09,9.74,1.35,0.11,7.74,3.35,
1.47,0.9,0.57,10.71,9.6,1.07132577357855,0.0905420883592226,7.6,3.11,
1.54,0.75,0.79,10.85,9.32,1.53,0.13,7.32,3.53,
1.36,0.8,0.56,10.49,9.4,1.06264573409719,0.0898124574566618,7.4,3.09,
1.42,0.78,0.64,10.61,9.38,1.22,0.10,7.38,3.23,
1.21,1.01,0.20,10.19,9.87,0.32,0.03,7.87,2.32,
1.11,1.17,-0.06,9.99,10.21,-0.22,-0.02,8.21,1.78,
1.04,1.6,-0.56,9.85,11.1,-1.26264554055293,-0.106598250381016,9.1,0.75,
1.01,1.66,-0.65,9.79,11.24,-1.45,-0.12,9.24,0.55,
0.83,1.7,-0.87,9.43,11.3,-1.89256059187179,-0.159032083087578,9.3,0.13,
0.53,1.96,-1.43,8.83,11.87,-3.04,-0.25,9.87,-1.04,
0.62,1.98,-1.36,9.01,11.91,-2.90,-0.24,9.91,-0.90,
0.58,2.3,-1.72,8.93,12.6,-3.65648514444688,-0.300488543639744,10.6,-1.67,
0.38,2.15,-1.77,8.53,12.27,-3.74,-0.31,10.27,-1.74,
0.3,2.25,-1.95,8.4,12.48,-4.10983733740649,-0.335151781753092,10.48,-2.08,
0.18,2.08,-1.90,8.13,12.12,-3.99,-0.33,10.12,-1.99,
0.25,2.01,-1.76,8.27,11.98,-3.70,-0.30,9.98,-1.71,
0.04,1.84,-1.80,7.85,11.62,-3.76,-0.31,9.62,-1.77,
0,1.81,-1.81,7.77429654759529,11.56,-3.78083733391431,-0.310074764895372,9.56,-1.78570345240471,
-0.07,1.79,-1.86,7.63,11.51,-3.88,-0.32,9.51,-1.88,
0.02,1.67,-1.65,7.81,11.26,-3.45,-0.28,9.26,-1.45,
0.09,1.46,-1.37,7.95,10.82,-2.86,-0.24,8.82,-0.87,
0.19,1.53,-1.34,8.15,10.96,-2.81,-0.23,8.96,-0.81,
0.59,1.41,-0.82,8.95,10.71,-1.76,-0.15,8.71,0.24,
0.7,1.43,-0.73,9.2,10.75,-1.58272988546009,-0.133333859016376,8.75,0.45,
0.88,1.18,-0.30,9.53,10.23,-0.70,-0.06,8.23,1.30,
1.05,1.31,-0.26,9.87,10.50,-0.63,-0.05,8.50,1.37,
1.21,1.31,-0.10,10.19,10.50,-0.31,-0.03,8.50,1.69,
1.22,1.34,-0.12,10.21,10.56,-0.36,-0.03,8.56,1.65,
1.38,1.17,0.21,10.53,10.21,0.32,0.03,8.21,2.32,
1.36,1.06,0.30,10.49,9.97,0.51,0.04,7.97,2.52,
1.37,0.97,0.40,10.51,9.78,0.72,0.06,7.78,2.73,
1.22,0.81,0.41,10.21,9.45,0.76,0.06,7.45,2.76,
1.09,0.88,0.21,9.95,9.59,0.36,0.03,7.59,2.36,
0.96,0.7,0.26,9.69,9.2,0.47523889357813,0.0402527281486209,7.2,2.49,
0.93,0.92,0.01,9.63,9.68,-0.05,0.00,7.68,1.95,
0.69,1.13,-0.44,9.15,10.12,-0.97,-0.08,8.12,1.03,
0.72,1.23,-0.51,9.21,10.33,-1.12,-0.09,8.33,0.88,
0.6,1.63,-1.03,9.0,11.18,-2.20396489729766,-0.184649110136322,9.18,-0.18,
0.7,1.9,-1.2,9.2,11.7,-2.6,-0.2,9.7,-0.5,
0.47,1.87,-1.40,8.71,11.68,-2.97,-0.25,9.68,-0.97,
0.3,1.91,-1.61,8.4,11.77,-3.39299145927029,-0.279988291456151,9.77,-1.37,
0.24,2.04,-1.80,8.25,12.04,-3.79,-0.31,10.04,-1.79,
0.35,1.98,-1.63,8.47,11.91,-3.44,-0.28,9.91,-1.44,
0.19,1.85,-1.66,8.15,11.64,-3.49,-0.29,9.64,-1.49,
0.08,1.81,-1.73,7.93,11.56,-3.62,-0.30,9.56,-1.63,
0.02,1.71,-1.69,7.81,11.34,-3.53,-0.29,9.34,-1.53,
-0.16,1.64,-1.80,7.45,11.20,-3.74,-0.31,9.20,-1.75,
-0.16,1.57,-1.73,7.45,11.05,-3.59,-0.30,9.05,-1.60,
-0.17,1.59,-1.76,7.44,11.09,-3.66,-0.30,9.09,-1.65,
-0.22,1.45,-1.67,7.34,10.80,-3.46,-0.29,8.80,-1.46,
-0.17,1.21,-1.38,7.44,10.29,-2.86,-0.24,8.29,-0.85,
-0.13,1.31,-1.44,7.51,10.50,-2.99,-0.25,8.50,-0.99,
0.08,1.26,-1.18,7.93,10.40,-2.46,-0.21,8.40,-0.47,
0.46,1.22,-0.76,8.69,10.31,-1.62,-0.14,8.31,0.38,
0.76,1.26,-0.50,9.29,10.40,-1.10,-0.09,8.40,0.89,
0.75,1.06,-0.31,9.27,9.97,-0.70,-0.06,7.97,1.30,
1.1,1.15,-0.05,10.0,10.16,-0.19414235761229,-0.0164512578657297,8.16,1.84,
0.95,0.84,0.11,9.67,9.51,0.16,0.01,7.51,2.16,
1.3,0.9,0.4,10.4,9.6,0.7,0.1,7.6,2.8,
1.12,0.97,0.15,10.01,9.78,0.23,0.02,7.78,2.23,
1.32,0.69,0.63,10.41,9.19,1.21,0.10,7.19,3.22,
1.24,0.74,0.50,10.25,9.30,0.95,0.08,7.30,2.95,
0.97,0.66,0.31,9.71,9.13,0.58,0.05,7.13,2.58,
0.98,0.72,0.26,9.73,9.26,0.47,0.04,7.26,2.47,
0.86,0.54,0.32,9.49,8.88,0.61,0.05,6.88,2.61,
0.78,0.77,0.01,9.33,9.36,-0.03,0.00,7.36,1.97,
0.59,0.82,-0.23,8.95,9.47,-0.52,-0.04,7.47,1.48,
0.67,0.99,-0.32,9.11,9.83,-0.71,-0.06,7.83,1.28,
0.49,1.15,-0.66,8.75,10.16,-1.41,-0.12,8.16,0.59,
0.41,1.41,-1.00,8.59,10.71,-2.12,-0.18,8.71,-0.12,
0.31,1.73,-1.42,8.39,11.39,-2.99,-0.25,9.39,-1.00,
0.46,1.73,-1.27,8.69,11.39,-2.69,-0.22,9.39,-0.70,
0.31,1.95,-1.64,8.39,11.85,-3.46,-0.29,9.85,-1.46,
0.13,2.04,-1.91,8.03,12.04,-4.01,-0.33,10.04,-2.01,
0.12,2.08,-1.96,8.01,12.12,-4.11,-0.34,10.12,-2.11,
0.14,2.04,-1.90,8.05,12.04,-3.99,-0.33,10.04,-1.99,
-0.01,1.84,-1.85,7.75,11.62,-3.86,-0.32,9.62,-1.87,
-0.21,1.79,-2.00,7.36,11.51,-4.16,-0.34,9.51,-2.15,
-0.08,1.59,-1.67,7.61,11.09,-3.48,-0.29,9.09,-1.48,
-0.19,1.66,-1.85,7.40,11.24,-3.84,-0.31,9.24,-1.84,
-0.34,1.52,-1.86,7.10,10.94,-3.85,-0.32,8.94,-1.84,
-0.25,1.41,-1.66,7.28,10.71,-3.44,-0.28,8.71,-1.43,
-0.08,1.54,-1.62,7.61,10.99,-3.37,-0.28,8.99,-1.38,
0.11,1.48,-1.37,7.99,10.86,-2.87,-0.24,8.86,-0.87,
0.38,1.32,-0.94,8.53,10.52,-1.99,-0.17,8.52,0.01,
0.39,1.28,-0.89,8.55,10.44,-1.89,-0.16,8.44,0.11,
0.59,1.17,-0.58,8.95,10.21,-1.25,-0.11,8.21,0.74,
0.81,1.12,-0.31,9.39,10.10,-0.71,-0.06,8.10,1.29,
0.98,0.94,0.04,9.73,9.72,0.01,0.00,7.72,2.01,
0.9,1,-0.1,9.6,9.84735399536159,-0.27700875489063,-0.0234710072942776,7.84735399536159,1.75264600463841,
0.86,0.84,0.02,9.49,9.51,-0.02,0.00,7.51,1.98,
0.89,0.79,0.10,9.55,9.40,0.15,0.01,7.40,2.15,
0.8,0.82,-0.02,9.4,9.47,-0.09706307939947,-0.00822549918061419,7.47,1.93,
0.92,0.75,0.17,9.61,9.32,0.29,0.02,7.32,2.29,
0.83,0.72,0.11,9.43,9.26,0.17,0.01,7.26,2.17,
0.61,0.52,0.09,8.99,8.84,0.16,0.01,6.84,2.15,
0.53,0.7,-0.17,8.83,9.2,-0.38287325968469,-0.0324355069025628,7.2,1.63,
0.48,0.97,-0.49,8.73,9.78,-1.05,-0.09,7.78,0.95,
0.4,1.05,-0.65,8.6,9.95,-1.38023209575661,-0.116439714072765,7.95,0.65,
0.37,1.25,-0.88,8.51,10.37,-1.86,-0.16,8.37,0.14,
0.17,1.32,-1.15,8.11,10.52,-2.41,-0.20,8.52,-0.41,
0.23,1.48,-1.25,8.23,10.86,-2.63,-0.22,8.86,-0.63,
0.16,1.68,-1.52,8.09,11.28,-3.19,-0.26,9.28,-1.19,
0.09,1.5,-1.41,7.95,10.9,-2.94763769338494,-0.24479023498183,8.9,-0.95,
-0.06,1.74,-1.80,7.65,11.41,-3.75,-0.31,9.41,-1.76,
-0.15,1.61,-1.76,7.47,11.13,-3.66,-0.30,9.13,-1.66,
-0.1,1.69,-1.79,7.6,11.30,-3.72739387221188,-0.305961947368102,9.30,-1.7,
-0.37,1.48,-1.85,7.04,10.86,-3.82,-0.31,8.86,-1.82,
-0.24,1.54,-1.78,7.30,10.99,-3.69,-0.30,8.99,-1.69,
-0.32,1.62,-1.94,7.14,11.15,-4.02,-0.33,9.15,-2.01,
-0.39,1.25,-1.64,7.00,10.37,-3.38,-0.28,8.37,-1.37,
-0.33,1.26,-1.59,7.12,10.40,-3.28,-0.27,8.40,-1.28,
-0.29,1.23,-1.52,7.20,10.33,-3.14,-0.26,8.33,-1.13,
-0.06,1.21,-1.27,7.65,10.29,-2.64,-0.22,8.29,-0.64,
0.21,1.04,-0.83,8.19,9.93,-1.74,-0.15,7.93,0.26,
0.16,1.04,-0.88,8.09,9.93,-1.84,-0.15,7.93,0.16,
0.57,1.02,-0.45,8.91,9.89,-0.98,-0.08,7.89,1.02,
0.64,0.88,-0.24,9.05,9.59,-0.54,-0.05,7.59,1.46,
0.75,0.88,-0.13,9.27,9.59,-0.32,-0.03,7.59,1.68,
1.04,0.98,0.06,9.85,9.81,0.04,0.00,7.81,2.04,
0.86,0.74,0.12,9.49,9.30,0.19,0.02,7.30,2.19,
0.86,0.65,0.21,9.49,9.11,0.38,0.03,7.11,2.38,
0.65,0.74,-0.09,9.07,9.30,-0.23,-0.02,7.30,1.77,
0.76,0.51,0.25,9.29,8.81,0.48,0.04,6.81,2.48,
0.72,0.43,0.29,9.21,8.65,0.57,0.05,6.65,2.56,
0.69,0.55,0.14,9.15,8.90,0.25,0.02,6.90,2.25,
0.45,0.83,-0.38,8.67,9.49,-0.82,-0.07,7.49,1.18,
0.43,0.69,-0.26,8.63,9.19,-0.56,-0.05,7.19,1.44,
0.39,0.82,-0.43,8.55,9.47,-0.92,-0.08,7.47,1.08,
0.1,1.13,-1.03,8.0,10.12,-2.14758461176683,-0.180028231882623,8.12,-0.12,
0.18,1.24,-1.06,8.13,10.35,-2.22,-0.19,8.35,-0.22,
0.24,1.18,-0.94,8.25,10.23,-1.97,-0.17,8.23,0.02,
0.14,1.47,-1.33,8.05,10.84,-2.78,-0.23,8.84,-0.79,
-0.06,1.77,-1.83,7.65,11.47,-3.82,-0.31,9.47,-1.82,
-0.06,1.72,-1.78,7.65,11.37,-3.71,-0.30,9.37,-1.72,
-0.16,1.61,-1.77,7.45,11.13,-3.68,-0.30,9.13,-1.68,
-0.2,1.73,-1.93,7.4,11.39,-4.01128964727946,-0.327684544349998,9.39,-1.99,
-0.06,1.69,-1.75,7.65,11.30,-3.65,-0.30,9.30,-1.65,
-0.29,1.47,-1.76,7.20,10.84,-3.64,-0.30,8.84,-1.64,
-0.28,1.45,-1.73,7.22,10.80,-3.58,-0.29,8.80,-1.58,
-0.38,1.36,-1.74,7.02,10.61,-3.59,-0.30,8.61,-1.59,
-0.59,1.34,-1.93,6.60,10.56,-3.97,-0.32,8.56,-1.96,
-0.35,1.19,-1.54,7.08,10.25,-3.17,-0.26,8.25,-1.17,
-0.29,1.16,-1.45,7.20,10.18,-2.99,-0.25,8.18,-0.98,
-0.16,1.12,-1.28,7.45,10.10,-2.65,-0.22,8.10,-0.65,
0.04,0.96,-0.92,7.85,9.76,-1.91,-0.16,7.76,0.09,
0.04,0.91,-0.87,7.85,9.66,-1.80,-0.15,7.66,0.19,
0.33,1.06,-0.73,8.43,9.97,-1.54,-0.13,7.97,0.46,
0.38,0.85,-0.47,8.53,9.53,-1.00,-0.08,7.53,1.00,
0.62,0.85,-0.23,9.01,9.53,-0.52,-0.04,7.53,1.48,
0.7,0.68,0.02,9.2,9.17,-0.00145221310082,-0.00012306890622782,7.17,2.03,
0.78,0.78,0.00,9.33,9.38,-0.05,0.00,7.38,1.95,
0.72,0.69,0.03,9.21,9.19,0.02,0.00,7.19,2.02,
0.58,0.59,-0.01,8.93,8.98,-0.05,0.00,6.98,1.95,
0.73,0.59,0.14,9.23,8.98,0.25,0.02,6.98,2.25,
0.68,0.62,0.06,9.13,9.05,0.09,0.01,7.05,2.08,
0.46,0.53,-0.07,8.69,8.86,-0.16,-0.01,6.86,1.83,
0.47,0.68,-0.21,8.71,9.17,-0.46,-0.04,7.17,1.54,
0.3,0.67,-0.37,8.4,9.15,-0.778612374303,-0.0658885861526042,7.15,1.25,
0.32,0.83,-0.51,8.41,9.49,-1.08,-0.09,7.49,0.92,
0.08,0.94,-0.86,7.93,9.72,-1.79,-0.15,7.72,0.21,
0.16,1.06,-0.90,8.09,9.97,-1.88,-0.16,7.97,0.12,
0.13,1.22,-1.09,8.03,10.31,-2.28,-0.19,8.31,-0.28,
-0.09,1.21,-1.30,7.59,10.29,-2.70,-0.22,8.29,-0.70,
-0.06,1.33,-1.39,7.65,10.54,-2.89,-0.24,8.54,-0.89,
-0.28,1.34,-1.62,7.22,10.56,-3.35,-0.28,8.56,-1.34,
-0.09,1.45,-1.54,7.59,10.80,-3.20,-0.26,8.80,-1.21,
-0.32,1.4,-1.72,7.14,10.7,-3.55500063049145,-0.292622661145136,8.7,-1.56,
-0.3,1.36,-1.66,7.2,10.61,-3.43075362812393,-0.282941570670872,8.61,-1.41,
-0.32,1.38,-1.70,7.14,10.65,-3.51,-0.29,8.65,-1.51,
-0.27,1.31,-1.58,7.24,10.50,-3.27,-0.27,8.50,-1.26,
-0.18,1.26,-1.44,7.42,10.40,-2.98,-0.25,8.40,-0.98,
-0.33,1.11,-1.44,7.12,10.08,-2.96,-0.25,8.08,-0.96,
-0.34,1.3,-1.64,7.10,10.5,-3.38407580068526,-0.279290286809881,8.5,-1.4,
-0.28,1.08,-1.36,7.22,10.02,-2.80,-0.23,8.02,-0.80,
0,0.99,-0.99,7.77429654759529,9.83,-2.05197374546817,-0.17217434912867,7.83,-0.05570345240471,
0.18,0.96,-0.78,8.13,9.76,-1.63,-0.14,7.76,0.37,
0.22,0.92,-0.70,8.21,9.68,-1.47,-0.12,7.68,0.53,
0.37,0.78,-0.41,8.51,9.38,-0.87,-0.07,7.38,1.13,
0.41,0.72,-0.31,8.59,9.26,-0.66,-0.06,7.26,1.33,
0.49,0.68,-0.19,8.75,9.17,-0.42,-0.04,7.17,1.58,
0.57,0.58,-0.01,8.91,8.96,-0.05,0.00,6.96,1.95,
0.57,0.64,-0.07,8.91,9.09,-0.18,-0.01,7.09,1.82,
0.62,0.54,0.08,9.01,8.88,0.13,0.01,6.88,2.13,
0.66,0.56,0.10,9.09,8.92,0.17,0.01,6.92,2.17,
0.49,0.43,0.06,8.75,8.65,0.11,0.01,6.65,2.10,
0.38,0.51,-0.13,8.53,8.81,-0.28,-0.02,6.81,1.72,
0.52,0.63,-0.11,8.81,9.07,-0.26,-0.02,7.07,1.74,
0.31,0.64,-0.33,8.39,9.09,-0.70,-0.06,7.09,1.30,
0.25,0.73,-0.48,8.27,9.28,-1.00,-0.08,7.28,0.99,
0.08,0.79,-0.71,7.93,9.40,-1.47,-0.12,7.40,0.53,
0,0.97,-0.97,7.77429654759529,9.78,-2.00980634087192,-0.168703651227279,7.78,-0.00570345240471,
0,1.07,-1.07,7.77429654759529,9.99,-2.22064336385316,-0.186014544264415,7.99,-0.21570345240471,
0.01,1.17,-1.16,7.79,10.21,-2.41,-0.20,8.21,-0.42,
-0.16,1.38,-1.54,7.45,10.65,-3.19,-0.26,8.65,-1.20,
-0.2,1.26,-1.46,7.4,10.40,-3.02035563926766,-0.250582359233629,8.40,-1,
-0.28,1.36,-1.64,7.22,10.61,-3.39,-0.28,8.61,-1.39,
-0.34,1.53,-1.87,7.10,10.96,-3.87,-0.32,8.96,-1.86,
-0.32,1.55,-1.87,7.14,11.01,-3.87,-0.32,9.01,-1.87,
-0.31,1.21,-1.52,7.16,10.29,-3.13,-0.26,8.29,-1.13,
-0.47,1.22,-1.69,6.84,10.31,-3.47,-0.29,8.31,-1.47,
-0.44,1.19,-1.63,6.90,10.25,-3.35,-0.28,8.25,-1.35,
-0.44,1.09,-1.53,6.90,10.04,-3.14,-0.26,8.04,-1.14,
-0.5,1.06,-1.56,6.8,9.97,-3.19736449093041,-0.264609270223754,7.97,-1.17,
-0.43,1.1,-1.53,6.92,10.1,-3.14200662401033,-0.260233655320798,8.1,-1.18,
-0.33,1.04,-1.37,7.12,9.93,-2.82,-0.23,7.93,-0.81,
0.08,0.78,-0.70,7.93,9.38,-1.45,-0.12,7.38,0.55,
-0.02,0.71,-0.73,7.73,9.24,-1.50,-0.13,7.24,0.49,
0.08,0.91,-0.83,7.93,9.66,-1.72,-0.15,7.66,0.27,
0.26,0.72,-0.46,8.29,9.26,-0.96,-0.08,7.26,1.03,
0.33,0.64,-0.31,8.43,9.09,-0.66,-0.06,7.09,1.34,
0.47,0.65,-0.18,8.71,9.11,-0.40,-0.03,7.11,1.60,
0.52,0.74,-0.22,8.81,9.30,-0.49,-0.04,7.30,1.51,
0.5,0.47,0.03,8.8,8.73,0.04218360340962,0.00357486641626763,6.73,2.07,
0.49,0.58,-0.09,8.75,8.96,-0.21,-0.02,6.96,1.79,
0.49,0.62,-0.13,8.75,9.05,-0.29,-0.02,7.05,1.70,
0.48,0.49,-0.01,8.73,8.77,-0.04,0.00,6.77,1.96,
0.4,0.49,-0.09,8.6,8.77,-0.19954476706169,-0.0169089617982136,6.77,1.83,
0.12,0.71,-0.59,8.01,9.24,-1.22,-0.10,7.24,0.77,
0.15,0.78,-0.63,8.07,9.38,-1.31,-0.11,7.38,0.69,
0.1,0.84,-0.74,8.0,9.51,-1.53615724512124,-0.129454778960729,7.51,0.49,
-0.02,0.79,-0.81,7.73,9.40,-1.67,-0.14,7.40,0.33,
-0.04,0.97,-1.01,7.69,9.78,-2.09,-0.18,7.78,-0.09,
-0.05,1.11,-1.16,7.67,10.08,-2.40,-0.20,8.08,-0.41,
-0.18,1.24,-1.42,7.42,10.35,-2.94,-0.24,8.35,-0.93,
-0.22,1.14,-1.36,7.34,10.14,-2.81,-0.23,8.14,-0.80,
-0.43,1.2,-1.63,6.92,10.3,-3.35284364699163,-0.276842927827316,8.3,-1.38,
-0.38,1.26,-1.64,7.02,10.40,-3.38,-0.28,8.40,-1.38,
-0.49,1.19,-1.68,6.80,10.25,-3.45,-0.28,8.25,-1.45,
-0.39,1.2,-1.59,7.00,10.3,-3.2730192606416,-0.27057243437273,8.3,-1.3,
-0.5,1.12,-1.62,6.8,10.10,-3.32386670471918,-0.27456923908433,8.10,-1.3,
-0.36,1.1,-1.46,7.06,10.1,-3.00231394789778,-0.249146888916804,8.1,-1.04,
-0.39,1.24,-1.63,7.00,10.35,-3.36,-0.28,8.35,-1.35,
-0.46,1.12,-1.58,6.86,10.10,-3.24,-0.27,8.10,-1.24,
-0.38,1.15,-1.53,7.02,10.16,-3.15,-0.26,8.16,-1.14,
-0.32,1.02,-1.34,7.14,9.89,-2.75,-0.23,7.89,-0.75,
0,0.99,-0.99,7.77429654759529,9.83,-2.05197374546817,-0.17217434912867,7.83,-0.05570345240471,
-0.02,0.69,-0.71,7.73,9.19,-1.46,-0.12,7.19,0.54,
0.03,0.81,-0.78,7.83,9.45,-1.61,-0.14,7.45,0.38,
0.2,0.68,-0.48,8.2,9.17,-0.99925704247619,-0.0844812416423857,7.17,1.03,
0.3,0.73,-0.43,8.4,9.28,-0.90511458809174,-0.0765547218365417,7.28,1.12,
0.22,0.54,-0.32,8.21,8.88,-0.66,-0.06,6.88,1.33,
0.52,0.57,-0.05,8.81,8.94,-0.13,-0.01,6.94,1.87,
0.1,0.42,-0.32,8.0,8.62,-0.65064174860005,-0.0550833526820271,6.62,1.38,
0.23,0.59,-0.36,8.23,8.98,-0.75,-0.06,6.98,1.25,
0.36,0.61,-0.25,8.49,9.03,-0.53,-0.05,7.03,1.46,
0.39,0.55,-0.16,8.55,8.90,-0.35,-0.03,6.90,1.65,
0.26,0.58,-0.32,8.29,8.96,-0.67,-0.06,6.96,1.33,
0.14,0.62,-0.48,8.05,9.05,-0.99,-0.08,7.05,1.00,
-0.02,0.73,-0.75,7.73,9.28,-1.54,-0.13,7.28,0.45,
0.05,0.61,-0.56,7.87,9.03,-1.15,-0.10,7.03,0.84,
-0.08,0.89,-0.97,7.61,9.62,-2.00,-0.17,7.62,-0.01,
-0.08,0.94,-1.02,7.61,9.72,-2.11,-0.18,7.72,-0.11,
-0.12,0.94,-1.06,7.53,9.72,-2.19,-0.18,7.72,-0.19,
-0.27,1.1,-1.37,7.24,10.1,-2.82270907861021,-0.234800363868905,8.1,-0.86,
-0.34,1.08,-1.42,7.10,10.02,-2.92,-0.24,8.02,-0.92,
-0.4,1.16,-1.56,7.0,10.18,-3.20864054803661,-0.265499291338491,8.18,-1.18,
-0.42,1.25,-1.67,6.94,10.37,-3.44,-0.28,8.37,-1.43,
-0.41,1.23,-1.64,6.96,10.33,-3.38,-0.28,8.33,-1.37,
-0.52,1.13,-1.65,6.74,10.12,-3.38,-0.28,8.12,-1.38,
-0.53,1.14,-1.67,6.72,10.14,-3.43,-0.28,8.14,-1.42,
-0.48,1.11,-1.59,6.82,10.08,-3.26,-0.27,8.08,-1.26,
-0.53,1.07,-1.60,6.72,9.99,-3.28,-0.27,7.99,-1.27,
-0.51,0.96,-1.47,6.76,9.76,-3.01,-0.25,7.76,-1.00,
-0.34,0.85,-1.19,7.10,9.53,-2.44,-0.20,7.53,-0.43,
-0.32,0.83,-1.15,7.14,9.49,-2.35,-0.20,7.49,-0.35,
-0.24,0.81,-1.05,7.30,9.45,-2.15,-0.18,7.45,-0.15,
-0.2,0.79,-0.99,7.4,9.40,-2.02942163125585,-0.170318654387986,7.40,0,
0.08,0.76,-0.68,7.93,9.34,-1.41,-0.12,7.34,0.59,
0.23,0.74,-0.51,8.23,9.30,-1.07,-0.09,7.30,0.93,
0.11,0.69,-0.58,7.99,9.19,-1.20,-0.10,7.19,0.80,
0.26,0.65,-0.39,8.29,9.11,-0.82,-0.07,7.11,1.18,
0.27,0.66,-0.39,8.31,9.13,-0.82,-0.07,7.13,1.18,
0.32,0.56,-0.24,8.41,8.92,-0.51,-0.04,6.92,1.49,
0.4,0.43,-0.03,8.6,8.65,-0.07304255327295,-0.0061899678286728,6.65,1.95,
0.21,0.51,-0.30,8.19,8.81,-0.62,-0.05,6.81,1.38,
0.21,0.38,-0.17,8.19,8.54,-0.35,-0.03,6.54,1.65,
0.09,0.39,-0.30,7.95,8.56,-0.61,-0.05,6.56,1.39,
0.1,0.66,-0.56,8.0,9.13,-1.15665060375501,-0.0977091004023229,7.13,0.87,
0.04,0.58,-0.54,7.85,8.96,-1.11,-0.09,6.96,0.89,
-0.05,0.56,-0.61,7.67,8.92,-1.25,-0.11,6.92,0.75,
-0.29,0.73,-1.02,7.20,9.28,-2.08,-0.17,7.28,-0.08,
-0.23,0.76,-0.99,7.32,9.34,-2.03,-0.17,7.34,-0.02,
-0.08,1.01,-1.09,7.61,9.87,-2.25,-0.19,7.87,-0.26,
-0.29,0.87,-1.16,7.20,9.57,-2.38,-0.20,7.57,-0.37,
-0.32,0.93,-1.25,7.14,9.70,-2.56,-0.21,7.70,-0.56,
